,0,1,2,3,4,5,6,7,8
12974,14417,TX,TX,A2,A3,explicit_train,0,0,O_1
12975,14418,TX,TX,A2,A4,explicit_train,0,0,O_1
12976,14420,TX,TX,A2,B1,explicit_train,0,0,O_1
12977,14421,TX,TX,A2,B2,explicit_train,0,0,O_1
12978,14422,TX,TX,A2,B3,explicit_train,0,0,O_1
12979,14423,TX,TX,A2,B4,explicit_train,0,0,O_1
12980,14425,TX,TX,A2,C1,explicit_train,0,0,O_1
12981,14426,TX,TX,A2,C2,explicit_train,0,0,O_1
12982,14427,TX,TX,A2,C3,explicit_train,0,0,O_1
12983,14428,TX,TX,A2,C4,explicit_train,0,0,O_1
12984,14430,TX,TX,A3,A1,explicit_train,0,0,O_1
12985,14431,TX,TX,A3,A2,explicit_train,0,0,O_1
12986,14432,TX,TX,A3,A3,explicit_train,0,0,O_1
12987,14433,TX,TX,A3,A4,explicit_train,0,0,O_1
12988,14435,TX,TX,A3,B1,explicit_train,0,0,O_1
12989,14436,TX,TX,A3,B2,explicit_train,0,0,O_1
12990,14437,TX,TX,A3,B3,explicit_train,0,0,O_1
12991,14438,TX,TX,A3,B4,explicit_train,0,0,O_1
12992,14440,TX,TX,A3,C1,explicit_train,0,0,O_1
12993,14441,TX,TX,A3,C2,explicit_train,0,0,O_1
12994,14442,TX,TX,A3,C3,explicit_train,0,0,O_1
12995,14443,TX,TX,A3,C4,explicit_train,0,0,O_1
12996,14445,TX,TX,A4,A1,explicit_train,0,0,O_1
12997,14446,TX,TX,A4,A2,explicit_train,0,0,O_1
12998,14447,TX,TX,A4,A3,explicit_train,0,0,O_1
12999,14448,TX,TX,A4,A4,explicit_train,0,0,O_1
13000,14450,TX,TX,A4,B1,explicit_train,0,0,O_1
13001,14451,TX,TX,A4,B2,explicit_train,0,0,O_1
13002,14452,TX,TX,A4,B3,explicit_train,0,0,O_1
13003,14453,TX,TX,A4,B4,explicit_train,0,0,O_1
13004,14455,TX,TX,A4,C1,explicit_train,0,0,O_1
13005,14456,TX,TX,A4,C2,explicit_train,0,0,O_1
13006,14457,TX,TX,A4,C3,explicit_train,0,0,O_1
13007,14458,TX,TX,A4,C4,explicit_train,0,0,O_1
13008,14475,TX,TX,B1,A1,explicit_train,0,0,O_1
13009,14476,TX,TX,B1,A2,explicit_train,0,0,O_1
13010,14477,TX,TX,B1,A3,explicit_train,0,0,O_1
13011,14478,TX,TX,B1,A4,explicit_train,0,0,O_1
13012,14480,TX,TX,B1,B1,explicit_train,0,0,O_1
13013,14481,TX,TX,B1,B2,explicit_train,0,0,O_1
13014,14482,TX,TX,B1,B3,explicit_train,0,0,O_1
13015,14483,TX,TX,B1,B4,explicit_train,0,0,O_1
13016,14485,TX,TX,B1,C1,explicit_train,0,0,O_1
13017,14486,TX,TX,B1,C2,explicit_train,0,0,O_1
13018,14487,TX,TX,B1,C3,explicit_train,0,0,O_1
13019,14488,TX,TX,B1,C4,explicit_train,0,0,O_1
13020,14490,TX,TX,B2,A1,explicit_train,0,0,O_1
13021,14491,TX,TX,B2,A2,explicit_train,0,0,O_1
13022,14492,TX,TX,B2,A3,explicit_train,0,0,O_1
13023,14493,TX,TX,B2,A4,explicit_train,0,0,O_1
13024,14495,TX,TX,B2,B1,explicit_train,0,0,O_1
13025,14496,TX,TX,B2,B2,explicit_train,0,0,O_1
13026,14497,TX,TX,B2,B3,explicit_train,0,0,O_1
13027,14498,TX,TX,B2,B4,explicit_train,0,0,O_1
13028,14500,TX,TX,B2,C1,explicit_train,0,0,O_1
13029,14501,TX,TX,B2,C2,explicit_train,0,0,O_1
13030,14502,TX,TX,B2,C3,explicit_train,0,0,O_1
13031,14503,TX,TX,B2,C4,explicit_train,0,0,O_1
13032,14505,TX,TX,B3,A1,explicit_train,0,0,O_1
13033,14506,TX,TX,B3,A2,explicit_train,0,0,O_1
13034,14507,TX,TX,B3,A3,explicit_train,0,0,O_1
13035,14508,TX,TX,B3,A4,explicit_train,0,0,O_1
13036,14510,TX,TX,B3,B1,explicit_train,0,0,O_1
13037,14511,TX,TX,B3,B2,explicit_train,0,0,O_1
13038,14512,TX,TX,B3,B3,explicit_train,0,0,O_1
13039,14513,TX,TX,B3,B4,explicit_train,0,0,O_1
13040,14515,TX,TX,B3,C1,explicit_train,0,0,O_1
13041,14516,TX,TX,B3,C2,explicit_train,0,0,O_1
13042,14517,TX,TX,B3,C3,explicit_train,0,0,O_1
13043,14518,TX,TX,B3,C4,explicit_train,0,0,O_1
13044,14520,TX,TX,B4,A1,explicit_train,0,0,O_1
13045,14521,TX,TX,B4,A2,explicit_train,0,0,O_1
13046,14522,TX,TX,B4,A3,explicit_train,0,0,O_1
13047,14523,TX,TX,B4,A4,explicit_train,0,0,O_1
13048,14525,TX,TX,B4,B1,explicit_train,0,0,O_1
13049,14526,TX,TX,B4,B2,explicit_train,0,0,O_1
13050,14527,TX,TX,B4,B3,explicit_train,0,0,O_1
13051,14528,TX,TX,B4,B4,explicit_train,0,0,O_1
13052,14530,TX,TX,B4,C1,explicit_train,0,0,O_1
13053,14531,TX,TX,B4,C2,explicit_train,0,0,O_1
13054,14532,TX,TX,B4,C3,explicit_train,0,0,O_1
13055,14533,TX,TX,B4,C4,explicit_train,0,0,O_1
13056,14550,TX,TX,C1,A1,explicit_train,0,0,O_1
13057,14551,TX,TX,C1,A2,explicit_train,0,0,O_1
13058,14552,TX,TX,C1,A3,explicit_train,0,0,O_1
13059,14553,TX,TX,C1,A4,explicit_train,0,0,O_1
13060,14555,TX,TX,C1,B1,explicit_train,0,0,O_1
13061,14556,TX,TX,C1,B2,explicit_train,0,0,O_1
13062,14557,TX,TX,C1,B3,explicit_train,0,0,O_1
13063,14558,TX,TX,C1,B4,explicit_train,0,0,O_1
13064,14560,TX,TX,C1,C1,explicit_train,0,0,O_1
13065,14561,TX,TX,C1,C2,explicit_train,0,0,O_1
13066,14562,TX,TX,C1,C3,explicit_train,0,0,O_1
13067,14563,TX,TX,C1,C4,explicit_train,0,0,O_1
13068,14565,TX,TX,C2,A1,explicit_train,0,0,O_1
13069,14566,TX,TX,C2,A2,explicit_train,0,0,O_1
13070,14567,TX,TX,C2,A3,explicit_train,0,0,O_1
13071,14568,TX,TX,C2,A4,explicit_train,0,0,O_1
13072,14570,TX,TX,C2,B1,explicit_train,0,0,O_1
13073,14571,TX,TX,C2,B2,explicit_train,0,0,O_1
13074,14572,TX,TX,C2,B3,explicit_train,0,0,O_1
13075,14573,TX,TX,C2,B4,explicit_train,0,0,O_1
13076,14575,TX,TX,C2,C1,explicit_train,0,0,O_1
13077,14576,TX,TX,C2,C2,explicit_train,0,0,O_1
13078,14577,TX,TX,C2,C3,explicit_train,0,0,O_1
13079,14578,TX,TX,C2,C4,explicit_train,0,0,O_1
13080,14580,TX,TX,C3,A1,explicit_train,0,0,O_1
13081,14581,TX,TX,C3,A2,explicit_train,0,0,O_1
13082,14582,TX,TX,C3,A3,explicit_train,0,0,O_1
13083,14583,TX,TX,C3,A4,explicit_train,0,0,O_1
13084,14585,TX,TX,C3,B1,explicit_train,0,0,O_1
13085,14586,TX,TX,C3,B2,explicit_train,0,0,O_1
13086,14587,TX,TX,C3,B3,explicit_train,0,0,O_1
13087,14588,TX,TX,C3,B4,explicit_train,0,0,O_1
13088,14590,TX,TX,C3,C1,explicit_train,0,0,O_1
13089,14591,TX,TX,C3,C2,explicit_train,0,0,O_1
13090,14592,TX,TX,C3,C3,explicit_train,0,0,O_1
13091,14593,TX,TX,C3,C4,explicit_train,0,0,O_1
13092,14595,TX,TX,C4,A1,explicit_train,0,0,O_1
13093,14596,TX,TX,C4,A2,explicit_train,0,0,O_1
13094,14597,TX,TX,C4,A3,explicit_train,0,0,O_1
13095,14598,TX,TX,C4,A4,explicit_train,0,0,O_1
13096,14600,TX,TX,C4,B1,explicit_train,0,0,O_1
13097,14601,TX,TX,C4,B2,explicit_train,0,0,O_1
13098,14602,TX,TX,C4,B3,explicit_train,0,0,O_1
13099,14603,TX,TX,C4,B4,explicit_train,0,0,O_1
13100,14605,TX,TX,C4,C1,explicit_train,0,0,O_1
13101,14606,TX,TX,C4,C2,explicit_train,0,0,O_1
13102,14607,TX,TX,C4,C3,explicit_train,0,0,O_1
13103,14608,TX,TX,C4,C4,explicit_train,0,0,O_1
13104,14625,TX,B1,A1,A1,0,0,0,O_0
13105,14626,TX,B1,A1,A2,0,0,0,O_0
13106,14627,TX,B1,A1,A3,0,0,0,O_0
13107,14628,TX,B1,A1,A4,0,0,0,O_0
13108,14629,TX,B1,A1,TX,0,0,explicit_train,O_3
13109,14630,TX,B1,A1,B1,0,0,0,O_0
13110,14631,TX,B1,A1,B2,0,0,0,O_0
13111,14632,TX,B1,A1,B3,0,0,0,O_0
13112,14633,TX,B1,A1,B4,0,0,0,O_0
13113,14634,TX,B1,A1,TY,0,0,explicit_train,O_3
13114,14635,TX,B1,A1,C1,0,0,0,O_0
13115,14636,TX,B1,A1,C2,0,0,0,O_0
13116,14637,TX,B1,A1,C3,0,0,0,O_0
13117,14638,TX,B1,A1,C4,0,0,0,O_0
13118,14639,TX,B1,A1,TZ,0,0,explicit_train,O_3
13119,14640,TX,B1,A2,A1,0,0,0,O_0
13120,14641,TX,B1,A2,A2,0,0,0,O_0
13121,14642,TX,B1,A2,A3,0,0,0,O_0
13122,14643,TX,B1,A2,A4,0,0,0,O_0
13123,14644,TX,B1,A2,TX,0,0,explicit_train,O_3
13124,14645,TX,B1,A2,B1,0,0,0,O_0
13125,14646,TX,B1,A2,B2,0,0,0,O_0
13126,14647,TX,B1,A2,B3,0,0,0,O_0
13127,14648,TX,B1,A2,B4,0,0,0,O_0
13128,14649,TX,B1,A2,TY,0,0,explicit_train,O_3
13129,14650,TX,B1,A2,C1,0,0,0,O_0
13130,14651,TX,B1,A2,C2,0,0,0,O_0
13131,14652,TX,B1,A2,C3,0,0,0,O_0
13132,14653,TX,B1,A2,C4,0,0,0,O_0
13133,14654,TX,B1,A2,TZ,0,0,explicit_train,O_3
13134,14655,TX,B1,A3,A1,0,0,0,O_0
13135,14656,TX,B1,A3,A2,0,0,0,O_0
13136,14657,TX,B1,A3,A3,0,0,0,O_0
13137,14658,TX,B1,A3,A4,0,0,0,O_0
13138,14659,TX,B1,A3,TX,0,0,explicit_train,O_3
13139,14660,TX,B1,A3,B1,0,0,0,O_0
13140,14661,TX,B1,A3,B2,0,0,0,O_0
13141,14662,TX,B1,A3,B3,0,0,0,O_0
13142,14663,TX,B1,A3,B4,0,0,0,O_0
13143,14664,TX,B1,A3,TY,0,0,explicit_train,O_3
13144,14665,TX,B1,A3,C1,0,0,0,O_0
13145,14666,TX,B1,A3,C2,0,0,0,O_0
13146,14667,TX,B1,A3,C3,0,0,0,O_0
13147,14668,TX,B1,A3,C4,0,0,0,O_0
13148,14669,TX,B1,A3,TZ,0,0,explicit_train,O_3
13149,14670,TX,B1,A4,A1,0,0,0,O_0
13150,14671,TX,B1,A4,A2,0,0,0,O_0
13151,14672,TX,B1,A4,A3,0,0,0,O_0
13152,14673,TX,B1,A4,A4,0,0,0,O_0
13153,14674,TX,B1,A4,TX,0,0,explicit_train,O_3
13154,14675,TX,B1,A4,B1,0,0,0,O_0
13155,14676,TX,B1,A4,B2,0,0,0,O_0
13156,14677,TX,B1,A4,B3,0,0,0,O_0
13157,14678,TX,B1,A4,B4,0,0,0,O_0
13158,14679,TX,B1,A4,TY,0,0,explicit_train,O_3
13159,14680,TX,B1,A4,C1,0,0,0,O_0
13160,14681,TX,B1,A4,C2,0,0,0,O_0
13161,14682,TX,B1,A4,C3,0,0,0,O_0
13162,14683,TX,B1,A4,C4,0,0,0,O_0
13163,14684,TX,B1,A4,TZ,0,0,explicit_train,O_3
13164,14685,TX,B1,TX,A1,0,explicit_train,0,O_2
13165,14686,TX,B1,TX,A2,0,explicit_train,0,O_2
13166,14687,TX,B1,TX,A3,0,explicit_train,0,O_2
13167,14688,TX,B1,TX,A4,0,explicit_train,0,O_2
13168,14690,TX,B1,TX,B1,0,explicit_train,0,O_2
13169,14691,TX,B1,TX,B2,0,explicit_train,0,O_2
13170,14692,TX,B1,TX,B3,0,explicit_train,0,O_2
13171,14693,TX,B1,TX,B4,0,explicit_train,0,O_2
13172,14695,TX,B1,TX,C1,0,explicit_train,0,O_2
13173,14696,TX,B1,TX,C2,0,explicit_train,0,O_2
13174,14697,TX,B1,TX,C3,0,explicit_train,0,O_2
13175,14698,TX,B1,TX,C4,0,explicit_train,0,O_2
13176,14700,TX,B1,B1,A1,0,0,0,O_0
13177,14701,TX,B1,B1,A2,0,0,0,O_0
13178,14702,TX,B1,B1,A3,0,0,0,O_0
13179,14703,TX,B1,B1,A4,0,0,0,O_0
13180,14704,TX,B1,B1,TX,0,0,explicit_train,O_3
13181,14705,TX,B1,B1,B1,0,0,0,O_0
13182,14706,TX,B1,B1,B2,0,0,0,O_0
13183,14707,TX,B1,B1,B3,0,0,0,O_0
13184,14708,TX,B1,B1,B4,0,0,0,O_0
13185,14709,TX,B1,B1,TY,0,0,explicit_train,O_3
13186,14710,TX,B1,B1,C1,0,0,0,O_0
13187,14711,TX,B1,B1,C2,0,0,0,O_0
13188,14712,TX,B1,B1,C3,0,0,0,O_0
13189,14713,TX,B1,B1,C4,0,0,0,O_0
13190,14714,TX,B1,B1,TZ,0,0,explicit_train,O_3
13191,14715,TX,B1,B2,A1,0,0,0,O_0
13192,14716,TX,B1,B2,A2,0,0,0,O_0
13193,14717,TX,B1,B2,A3,0,0,0,O_0
13194,14718,TX,B1,B2,A4,0,0,0,O_0
13195,14719,TX,B1,B2,TX,0,0,explicit_train,O_3
13196,14720,TX,B1,B2,B1,0,0,0,O_0
13197,14721,TX,B1,B2,B2,0,0,0,O_0
13198,14722,TX,B1,B2,B3,0,0,0,O_0
13199,14723,TX,B1,B2,B4,0,0,0,O_0
13200,14724,TX,B1,B2,TY,0,0,explicit_train,O_3
13201,14725,TX,B1,B2,C1,0,0,0,O_0
13202,14726,TX,B1,B2,C2,0,0,0,O_0
13203,14727,TX,B1,B2,C3,0,0,0,O_0
13204,14728,TX,B1,B2,C4,0,0,0,O_0
13205,14729,TX,B1,B2,TZ,0,0,explicit_train,O_3
13206,14730,TX,B1,B3,A1,0,0,0,O_0
13207,14731,TX,B1,B3,A2,0,0,0,O_0
13208,14732,TX,B1,B3,A3,0,0,0,O_0
13209,14733,TX,B1,B3,A4,0,0,0,O_0
13210,14734,TX,B1,B3,TX,0,0,explicit_train,O_3
13211,14735,TX,B1,B3,B1,0,0,0,O_0
13212,14736,TX,B1,B3,B2,0,0,0,O_0
13213,14737,TX,B1,B3,B3,0,0,0,O_0
13214,14738,TX,B1,B3,B4,0,0,0,O_0
13215,14739,TX,B1,B3,TY,0,0,explicit_train,O_3
13216,14740,TX,B1,B3,C1,0,0,0,O_0
13217,14741,TX,B1,B3,C2,0,0,0,O_0
13218,14742,TX,B1,B3,C3,0,0,0,O_0
13219,14743,TX,B1,B3,C4,0,0,0,O_0
13220,14744,TX,B1,B3,TZ,0,0,explicit_train,O_3
13221,14745,TX,B1,B4,A1,0,0,0,O_0
13222,14746,TX,B1,B4,A2,0,0,0,O_0
13223,14747,TX,B1,B4,A3,0,0,0,O_0
13224,14748,TX,B1,B4,A4,0,0,0,O_0
13225,14749,TX,B1,B4,TX,0,0,explicit_train,O_3
13226,14750,TX,B1,B4,B1,0,0,0,O_0
13227,14751,TX,B1,B4,B2,0,0,0,O_0
13228,14752,TX,B1,B4,B3,0,0,0,O_0
13229,14753,TX,B1,B4,B4,0,0,0,O_0
13230,14754,TX,B1,B4,TY,0,0,explicit_train,O_3
13231,14755,TX,B1,B4,C1,0,0,0,O_0
13232,14756,TX,B1,B4,C2,0,0,0,O_0
13233,14757,TX,B1,B4,C3,0,0,0,O_0
13234,14758,TX,B1,B4,C4,0,0,0,O_0
13235,14759,TX,B1,B4,TZ,0,0,explicit_train,O_3
13236,14760,TX,B1,TY,A1,0,explicit_train,0,O_2
13237,14761,TX,B1,TY,A2,0,explicit_train,0,O_2
13238,14762,TX,B1,TY,A3,0,explicit_train,0,O_2
13239,14763,TX,B1,TY,A4,0,explicit_train,0,O_2
13240,14765,TX,B1,TY,B1,0,explicit_train,0,O_2
13241,14766,TX,B1,TY,B2,0,explicit_train,0,O_2
13242,14767,TX,B1,TY,B3,0,explicit_train,0,O_2
13243,14768,TX,B1,TY,B4,0,explicit_train,0,O_2
13244,14770,TX,B1,TY,C1,0,explicit_train,0,O_2
13245,14771,TX,B1,TY,C2,0,explicit_train,0,O_2
13246,14772,TX,B1,TY,C3,0,explicit_train,0,O_2
13247,14773,TX,B1,TY,C4,0,explicit_train,0,O_2
13248,14775,TX,B1,C1,A1,0,0,0,O_0
13249,14776,TX,B1,C1,A2,0,0,0,O_0
13250,14777,TX,B1,C1,A3,0,0,0,O_0
13251,14778,TX,B1,C1,A4,0,0,0,O_0
13252,14779,TX,B1,C1,TX,0,0,explicit_train,O_3
13253,14780,TX,B1,C1,B1,0,0,0,O_0
13254,14781,TX,B1,C1,B2,0,0,0,O_0
13255,14782,TX,B1,C1,B3,0,0,0,O_0
13256,14783,TX,B1,C1,B4,0,0,0,O_0
13257,14784,TX,B1,C1,TY,0,0,explicit_train,O_3
13258,14785,TX,B1,C1,C1,0,0,0,O_0
13259,14786,TX,B1,C1,C2,0,0,0,O_0
13260,14787,TX,B1,C1,C3,0,0,0,O_0
13261,14788,TX,B1,C1,C4,0,0,0,O_0
13262,14789,TX,B1,C1,TZ,0,0,explicit_train,O_3
13263,14790,TX,B1,C2,A1,0,0,0,O_0
13264,14791,TX,B1,C2,A2,0,0,0,O_0
13265,14792,TX,B1,C2,A3,0,0,0,O_0
13266,14793,TX,B1,C2,A4,0,0,0,O_0
13267,14794,TX,B1,C2,TX,0,0,explicit_train,O_3
13268,14795,TX,B1,C2,B1,0,0,0,O_0
13269,14796,TX,B1,C2,B2,0,0,0,O_0
13270,14797,TX,B1,C2,B3,0,0,0,O_0
13271,14798,TX,B1,C2,B4,0,0,0,O_0
13272,14799,TX,B1,C2,TY,0,0,explicit_train,O_3
13273,14800,TX,B1,C2,C1,0,0,0,O_0
13274,14801,TX,B1,C2,C2,0,0,0,O_0
13275,14802,TX,B1,C2,C3,0,0,0,O_0
13276,14803,TX,B1,C2,C4,0,0,0,O_0
13277,14804,TX,B1,C2,TZ,0,0,explicit_train,O_3
13278,14805,TX,B1,C3,A1,0,0,0,O_0
13279,14806,TX,B1,C3,A2,0,0,0,O_0
13280,14807,TX,B1,C3,A3,0,0,0,O_0
13281,14808,TX,B1,C3,A4,0,0,0,O_0
13282,14809,TX,B1,C3,TX,0,0,explicit_train,O_3
13283,14810,TX,B1,C3,B1,0,0,0,O_0
13284,14811,TX,B1,C3,B2,0,0,0,O_0
13285,14812,TX,B1,C3,B3,0,0,0,O_0
13286,14813,TX,B1,C3,B4,0,0,0,O_0
13287,14814,TX,B1,C3,TY,0,0,explicit_train,O_3
13288,14815,TX,B1,C3,C1,0,0,0,O_0
13289,14816,TX,B1,C3,C2,0,0,0,O_0
13290,14817,TX,B1,C3,C3,0,0,0,O_0
13291,14818,TX,B1,C3,C4,0,0,0,O_0
13292,14819,TX,B1,C3,TZ,0,0,explicit_train,O_3
13293,14820,TX,B1,C4,A1,0,0,0,O_0
13294,14821,TX,B1,C4,A2,0,0,0,O_0
13295,14822,TX,B1,C4,A3,0,0,0,O_0
13296,14823,TX,B1,C4,A4,0,0,0,O_0
13297,14824,TX,B1,C4,TX,0,0,explicit_train,O_3
13298,14825,TX,B1,C4,B1,0,0,0,O_0
13299,14826,TX,B1,C4,B2,0,0,0,O_0
13300,14827,TX,B1,C4,B3,0,0,0,O_0
13301,14828,TX,B1,C4,B4,0,0,0,O_0
13302,14829,TX,B1,C4,TY,0,0,explicit_train,O_3
13303,14830,TX,B1,C4,C1,0,0,0,O_0
13304,14831,TX,B1,C4,C2,0,0,0,O_0
13305,14832,TX,B1,C4,C3,0,0,0,O_0
13306,14833,TX,B1,C4,C4,0,0,0,O_0
13307,14834,TX,B1,C4,TZ,0,0,explicit_train,O_3
13308,14835,TX,B1,TZ,A1,0,explicit_train,0,O_2
13309,14836,TX,B1,TZ,A2,0,explicit_train,0,O_2
13310,14837,TX,B1,TZ,A3,0,explicit_train,0,O_2
13311,14838,TX,B1,TZ,A4,0,explicit_train,0,O_2
13312,14840,TX,B1,TZ,B1,0,explicit_train,0,O_2
13313,14841,TX,B1,TZ,B2,0,explicit_train,0,O_2
13314,14842,TX,B1,TZ,B3,0,explicit_train,0,O_2
13315,14843,TX,B1,TZ,B4,0,explicit_train,0,O_2
13316,14845,TX,B1,TZ,C1,0,explicit_train,0,O_2
13317,14846,TX,B1,TZ,C2,0,explicit_train,0,O_2
13318,14847,TX,B1,TZ,C3,0,explicit_train,0,O_2
13319,14848,TX,B1,TZ,C4,0,explicit_train,0,O_2
13320,14850,TX,B2,A1,A1,0,0,0,O_0
13321,14851,TX,B2,A1,A2,0,0,0,O_0
13322,14852,TX,B2,A1,A3,0,0,0,O_0
13323,14853,TX,B2,A1,A4,0,0,0,O_0
13324,14854,TX,B2,A1,TX,0,0,explicit_train,O_3
13325,14855,TX,B2,A1,B1,0,0,0,O_0
13326,14856,TX,B2,A1,B2,0,0,0,O_0
13327,14857,TX,B2,A1,B3,0,0,0,O_0
13328,14858,TX,B2,A1,B4,0,0,0,O_0
13329,14859,TX,B2,A1,TY,0,0,explicit_train,O_3
13330,14860,TX,B2,A1,C1,0,0,0,O_0
13331,14861,TX,B2,A1,C2,0,0,0,O_0
13332,14862,TX,B2,A1,C3,0,0,0,O_0
13333,14863,TX,B2,A1,C4,0,0,0,O_0
13334,14864,TX,B2,A1,TZ,0,0,explicit_train,O_3
13335,14865,TX,B2,A2,A1,0,0,0,O_0
13336,14866,TX,B2,A2,A2,0,0,0,O_0
13337,14867,TX,B2,A2,A3,0,0,0,O_0
13338,14868,TX,B2,A2,A4,0,0,0,O_0
13339,14869,TX,B2,A2,TX,0,0,explicit_train,O_3
13340,14870,TX,B2,A2,B1,0,0,0,O_0
13341,14871,TX,B2,A2,B2,0,0,0,O_0
13342,14872,TX,B2,A2,B3,0,0,0,O_0
13343,14873,TX,B2,A2,B4,0,0,0,O_0
13344,14874,TX,B2,A2,TY,0,0,explicit_train,O_3
13345,14875,TX,B2,A2,C1,0,0,0,O_0
13346,14876,TX,B2,A2,C2,0,0,0,O_0
13347,14877,TX,B2,A2,C3,0,0,0,O_0
13348,14878,TX,B2,A2,C4,0,0,0,O_0
13349,14879,TX,B2,A2,TZ,0,0,explicit_train,O_3
13350,14880,TX,B2,A3,A1,0,0,0,O_0
13351,14881,TX,B2,A3,A2,0,0,0,O_0
13352,14882,TX,B2,A3,A3,0,0,0,O_0
13353,14883,TX,B2,A3,A4,0,0,0,O_0
13354,14884,TX,B2,A3,TX,0,0,explicit_train,O_3
13355,14885,TX,B2,A3,B1,0,0,0,O_0
13356,14886,TX,B2,A3,B2,0,0,0,O_0
13357,14887,TX,B2,A3,B3,0,0,0,O_0
13358,14888,TX,B2,A3,B4,0,0,0,O_0
13359,14889,TX,B2,A3,TY,0,0,explicit_train,O_3
13360,14890,TX,B2,A3,C1,0,0,0,O_0
13361,14891,TX,B2,A3,C2,0,0,0,O_0
13362,14892,TX,B2,A3,C3,0,0,0,O_0
13363,14893,TX,B2,A3,C4,0,0,0,O_0
13364,14894,TX,B2,A3,TZ,0,0,explicit_train,O_3
13365,14895,TX,B2,A4,A1,0,0,0,O_0
13366,14896,TX,B2,A4,A2,0,0,0,O_0
13367,14897,TX,B2,A4,A3,0,0,0,O_0
13368,14898,TX,B2,A4,A4,0,0,0,O_0
13369,14899,TX,B2,A4,TX,0,0,explicit_train,O_3
13370,14900,TX,B2,A4,B1,0,0,0,O_0
13371,14901,TX,B2,A4,B2,0,0,0,O_0
13372,14902,TX,B2,A4,B3,0,0,0,O_0
13373,14903,TX,B2,A4,B4,0,0,0,O_0
13374,14904,TX,B2,A4,TY,0,0,explicit_train,O_3
13375,14905,TX,B2,A4,C1,0,0,0,O_0
13376,14906,TX,B2,A4,C2,0,0,0,O_0
13377,14907,TX,B2,A4,C3,0,0,0,O_0
13378,14908,TX,B2,A4,C4,0,0,0,O_0
13379,14909,TX,B2,A4,TZ,0,0,explicit_train,O_3
13380,14910,TX,B2,TX,A1,0,explicit_train,0,O_2
13381,14911,TX,B2,TX,A2,0,explicit_train,0,O_2
13382,14912,TX,B2,TX,A3,0,explicit_train,0,O_2
13383,14913,TX,B2,TX,A4,0,explicit_train,0,O_2
13384,14915,TX,B2,TX,B1,0,explicit_train,0,O_2
13385,14916,TX,B2,TX,B2,0,explicit_train,0,O_2
13386,14917,TX,B2,TX,B3,0,explicit_train,0,O_2
13387,14918,TX,B2,TX,B4,0,explicit_train,0,O_2
13388,14920,TX,B2,TX,C1,0,explicit_train,0,O_2
13389,14921,TX,B2,TX,C2,0,explicit_train,0,O_2
13390,14922,TX,B2,TX,C3,0,explicit_train,0,O_2
13391,14923,TX,B2,TX,C4,0,explicit_train,0,O_2
13392,14925,TX,B2,B1,A1,0,0,0,O_0
13393,14926,TX,B2,B1,A2,0,0,0,O_0
13394,14927,TX,B2,B1,A3,0,0,0,O_0
13395,14928,TX,B2,B1,A4,0,0,0,O_0
13396,14929,TX,B2,B1,TX,0,0,explicit_train,O_3
13397,14930,TX,B2,B1,B1,0,0,0,O_0
13398,14931,TX,B2,B1,B2,0,0,0,O_0
13399,14932,TX,B2,B1,B3,0,0,0,O_0
13400,14933,TX,B2,B1,B4,0,0,0,O_0
13401,14934,TX,B2,B1,TY,0,0,explicit_train,O_3
13402,14935,TX,B2,B1,C1,0,0,0,O_0
13403,14936,TX,B2,B1,C2,0,0,0,O_0
13404,14937,TX,B2,B1,C3,0,0,0,O_0
13405,14938,TX,B2,B1,C4,0,0,0,O_0
13406,14939,TX,B2,B1,TZ,0,0,explicit_train,O_3
13407,14940,TX,B2,B2,A1,0,0,0,O_0
13408,14941,TX,B2,B2,A2,0,0,0,O_0
13409,14942,TX,B2,B2,A3,0,0,0,O_0
13410,14943,TX,B2,B2,A4,0,0,0,O_0
13411,14944,TX,B2,B2,TX,0,0,explicit_train,O_3
13412,14945,TX,B2,B2,B1,0,0,0,O_0
13413,14946,TX,B2,B2,B2,0,0,0,O_0
13414,14947,TX,B2,B2,B3,0,0,0,O_0
13415,14948,TX,B2,B2,B4,0,0,0,O_0
13416,14949,TX,B2,B2,TY,0,0,explicit_train,O_3
13417,14950,TX,B2,B2,C1,0,0,0,O_0
13418,14951,TX,B2,B2,C2,0,0,0,O_0
13419,14952,TX,B2,B2,C3,0,0,0,O_0
13420,14953,TX,B2,B2,C4,0,0,0,O_0
13421,14954,TX,B2,B2,TZ,0,0,explicit_train,O_3
13422,14955,TX,B2,B3,A1,0,0,0,O_0
13423,14956,TX,B2,B3,A2,0,0,0,O_0
13424,14957,TX,B2,B3,A3,0,0,0,O_0
13425,14958,TX,B2,B3,A4,0,0,0,O_0
13426,14959,TX,B2,B3,TX,0,0,explicit_train,O_3
13427,14960,TX,B2,B3,B1,0,0,0,O_0
13428,14961,TX,B2,B3,B2,0,0,0,O_0
13429,14962,TX,B2,B3,B3,0,0,0,O_0
13430,14963,TX,B2,B3,B4,0,0,0,O_0
13431,14964,TX,B2,B3,TY,0,0,explicit_train,O_3
13432,14965,TX,B2,B3,C1,0,0,0,O_0
13433,14966,TX,B2,B3,C2,0,0,0,O_0
13434,14967,TX,B2,B3,C3,0,0,0,O_0
13435,14968,TX,B2,B3,C4,0,0,0,O_0
13436,14969,TX,B2,B3,TZ,0,0,explicit_train,O_3
13437,14970,TX,B2,B4,A1,0,0,0,O_0
