id_trial,st_sample,st_comp1,st_comp2,st_comp3,sample_c1_subset,sample_c2_subset,sample_c3_subset,option_answer
10230,A4,A1,B3,A1,0,0,0,O_0
10231,A4,A1,B3,A2,0,0,0,O_0
10232,A4,A1,B3,A3,0,0,0,O_0
10233,A4,A1,B3,A4,0,0,reflexivity,O_3
10234,A4,A1,B3,TX,0,0,0,O_0
10235,A4,A1,B3,B1,0,0,0,O_0
10236,A4,A1,B3,B2,0,0,0,O_0
10237,A4,A1,B3,B3,0,0,0,O_0
10238,A4,A1,B3,B4,0,0,train,O_3
10239,A4,A1,B3,TY,0,0,0,O_0
10240,A4,A1,B3,C1,0,0,0,O_0
10241,A4,A1,B3,C2,0,0,0,O_0
10242,A4,A1,B3,C3,0,0,0,O_0
10243,A4,A1,B3,C4,0,0,transitivity,O_3
10244,A4,A1,B3,TZ,0,0,0,O_0
10245,A4,A1,B4,A1,0,train,0,O_2
10246,A4,A1,B4,A2,0,train,0,O_2
10247,A4,A1,B4,A3,0,train,0,O_2
10249,A4,A1,B4,TX,0,train,0,O_2
10250,A4,A1,B4,B1,0,train,0,O_2
10251,A4,A1,B4,B2,0,train,0,O_2
10252,A4,A1,B4,B3,0,train,0,O_2
10254,A4,A1,B4,TY,0,train,0,O_2
10255,A4,A1,B4,C1,0,train,0,O_2
10256,A4,A1,B4,C2,0,train,0,O_2
10257,A4,A1,B4,C3,0,train,0,O_2
10259,A4,A1,B4,TZ,0,train,0,O_2
10260,A4,A1,TY,A1,0,0,0,O_0
10261,A4,A1,TY,A2,0,0,0,O_0
10262,A4,A1,TY,A3,0,0,0,O_0
10263,A4,A1,TY,A4,0,0,reflexivity,O_3
10264,A4,A1,TY,TX,0,0,0,O_0
10265,A4,A1,TY,B1,0,0,0,O_0
10266,A4,A1,TY,B2,0,0,0,O_0
10267,A4,A1,TY,B3,0,0,0,O_0
10268,A4,A1,TY,B4,0,0,train,O_3
10269,A4,A1,TY,TY,0,0,0,O_0
10270,A4,A1,TY,C1,0,0,0,O_0
10271,A4,A1,TY,C2,0,0,0,O_0
10272,A4,A1,TY,C3,0,0,0,O_0
10273,A4,A1,TY,C4,0,0,transitivity,O_3
10274,A4,A1,TY,TZ,0,0,0,O_0
10275,A4,A1,C1,A1,0,0,0,O_0
10276,A4,A1,C1,A2,0,0,0,O_0
10277,A4,A1,C1,A3,0,0,0,O_0
10278,A4,A1,C1,A4,0,0,reflexivity,O_3
10279,A4,A1,C1,TX,0,0,0,O_0
10280,A4,A1,C1,B1,0,0,0,O_0
10281,A4,A1,C1,B2,0,0,0,O_0
10282,A4,A1,C1,B3,0,0,0,O_0
10283,A4,A1,C1,B4,0,0,train,O_3
10284,A4,A1,C1,TY,0,0,0,O_0
10285,A4,A1,C1,C1,0,0,0,O_0
10286,A4,A1,C1,C2,0,0,0,O_0
10287,A4,A1,C1,C3,0,0,0,O_0
10288,A4,A1,C1,C4,0,0,transitivity,O_3
10289,A4,A1,C1,TZ,0,0,0,O_0
10290,A4,A1,C2,A1,0,0,0,O_0
10291,A4,A1,C2,A2,0,0,0,O_0
10292,A4,A1,C2,A3,0,0,0,O_0
10293,A4,A1,C2,A4,0,0,reflexivity,O_3
10294,A4,A1,C2,TX,0,0,0,O_0
10295,A4,A1,C2,B1,0,0,0,O_0
10296,A4,A1,C2,B2,0,0,0,O_0
10297,A4,A1,C2,B3,0,0,0,O_0
10298,A4,A1,C2,B4,0,0,train,O_3
10299,A4,A1,C2,TY,0,0,0,O_0
10300,A4,A1,C2,C1,0,0,0,O_0
10301,A4,A1,C2,C2,0,0,0,O_0
10302,A4,A1,C2,C3,0,0,0,O_0
10303,A4,A1,C2,C4,0,0,transitivity,O_3
10304,A4,A1,C2,TZ,0,0,0,O_0
10305,A4,A1,C3,A1,0,0,0,O_0
10306,A4,A1,C3,A2,0,0,0,O_0
10307,A4,A1,C3,A3,0,0,0,O_0
10308,A4,A1,C3,A4,0,0,reflexivity,O_3
10309,A4,A1,C3,TX,0,0,0,O_0
10310,A4,A1,C3,B1,0,0,0,O_0
10311,A4,A1,C3,B2,0,0,0,O_0
10312,A4,A1,C3,B3,0,0,0,O_0
10313,A4,A1,C3,B4,0,0,train,O_3
10314,A4,A1,C3,TY,0,0,0,O_0
10315,A4,A1,C3,C1,0,0,0,O_0
10316,A4,A1,C3,C2,0,0,0,O_0
10317,A4,A1,C3,C3,0,0,0,O_0
10318,A4,A1,C3,C4,0,0,transitivity,O_3
10319,A4,A1,C3,TZ,0,0,0,O_0
10320,A4,A1,C4,A1,0,transitivity,0,O_2
10321,A4,A1,C4,A2,0,transitivity,0,O_2
10322,A4,A1,C4,A3,0,transitivity,0,O_2
10324,A4,A1,C4,TX,0,transitivity,0,O_2
10325,A4,A1,C4,B1,0,transitivity,0,O_2
10326,A4,A1,C4,B2,0,transitivity,0,O_2
10327,A4,A1,C4,B3,0,transitivity,0,O_2
10329,A4,A1,C4,TY,0,transitivity,0,O_2
10330,A4,A1,C4,C1,0,transitivity,0,O_2
10331,A4,A1,C4,C2,0,transitivity,0,O_2
10332,A4,A1,C4,C3,0,transitivity,0,O_2
10334,A4,A1,C4,TZ,0,transitivity,0,O_2
10335,A4,A1,TZ,A1,0,0,0,O_0
10336,A4,A1,TZ,A2,0,0,0,O_0
10337,A4,A1,TZ,A3,0,0,0,O_0
10338,A4,A1,TZ,A4,0,0,reflexivity,O_3
10339,A4,A1,TZ,TX,0,0,0,O_0
10340,A4,A1,TZ,B1,0,0,0,O_0
10341,A4,A1,TZ,B2,0,0,0,O_0
10342,A4,A1,TZ,B3,0,0,0,O_0
10343,A4,A1,TZ,B4,0,0,train,O_3
10344,A4,A1,TZ,TY,0,0,0,O_0
10345,A4,A1,TZ,C1,0,0,0,O_0
10346,A4,A1,TZ,C2,0,0,0,O_0
10347,A4,A1,TZ,C3,0,0,0,O_0
10348,A4,A1,TZ,C4,0,0,transitivity,O_3
10349,A4,A1,TZ,TZ,0,0,0,O_0
10350,A4,A2,A1,A1,0,0,0,O_0
10351,A4,A2,A1,A2,0,0,0,O_0
10352,A4,A2,A1,A3,0,0,0,O_0
10353,A4,A2,A1,A4,0,0,reflexivity,O_3
10354,A4,A2,A1,TX,0,0,0,O_0
10355,A4,A2,A1,B1,0,0,0,O_0
10356,A4,A2,A1,B2,0,0,0,O_0
10357,A4,A2,A1,B3,0,0,0,O_0
10358,A4,A2,A1,B4,0,0,train,O_3
10359,A4,A2,A1,TY,0,0,0,O_0
10360,A4,A2,A1,C1,0,0,0,O_0
10361,A4,A2,A1,C2,0,0,0,O_0
10362,A4,A2,A1,C3,0,0,0,O_0
10363,A4,A2,A1,C4,0,0,transitivity,O_3
10364,A4,A2,A1,TZ,0,0,0,O_0
10365,A4,A2,A2,A1,0,0,0,O_0
10366,A4,A2,A2,A2,0,0,0,O_0
10367,A4,A2,A2,A3,0,0,0,O_0
10368,A4,A2,A2,A4,0,0,reflexivity,O_3
10369,A4,A2,A2,TX,0,0,0,O_0
10370,A4,A2,A2,B1,0,0,0,O_0
10371,A4,A2,A2,B2,0,0,0,O_0
10372,A4,A2,A2,B3,0,0,0,O_0
10373,A4,A2,A2,B4,0,0,train,O_3
10374,A4,A2,A2,TY,0,0,0,O_0
10375,A4,A2,A2,C1,0,0,0,O_0
10376,A4,A2,A2,C2,0,0,0,O_0
10377,A4,A2,A2,C3,0,0,0,O_0
10378,A4,A2,A2,C4,0,0,transitivity,O_3
10379,A4,A2,A2,TZ,0,0,0,O_0
10380,A4,A2,A3,A1,0,0,0,O_0
10381,A4,A2,A3,A2,0,0,0,O_0
10382,A4,A2,A3,A3,0,0,0,O_0
10383,A4,A2,A3,A4,0,0,reflexivity,O_3
10384,A4,A2,A3,TX,0,0,0,O_0
10385,A4,A2,A3,B1,0,0,0,O_0
10386,A4,A2,A3,B2,0,0,0,O_0
10387,A4,A2,A3,B3,0,0,0,O_0
10388,A4,A2,A3,B4,0,0,train,O_3
10389,A4,A2,A3,TY,0,0,0,O_0
10390,A4,A2,A3,C1,0,0,0,O_0
10391,A4,A2,A3,C2,0,0,0,O_0
10392,A4,A2,A3,C3,0,0,0,O_0
10393,A4,A2,A3,C4,0,0,transitivity,O_3
10394,A4,A2,A3,TZ,0,0,0,O_0
10395,A4,A2,A4,A1,0,reflexivity,0,O_2
10396,A4,A2,A4,A2,0,reflexivity,0,O_2
10397,A4,A2,A4,A3,0,reflexivity,0,O_2
10399,A4,A2,A4,TX,0,reflexivity,0,O_2
10400,A4,A2,A4,B1,0,reflexivity,0,O_2
10401,A4,A2,A4,B2,0,reflexivity,0,O_2
10402,A4,A2,A4,B3,0,reflexivity,0,O_2
10404,A4,A2,A4,TY,0,reflexivity,0,O_2
10405,A4,A2,A4,C1,0,reflexivity,0,O_2
10406,A4,A2,A4,C2,0,reflexivity,0,O_2
10407,A4,A2,A4,C3,0,reflexivity,0,O_2
10409,A4,A2,A4,TZ,0,reflexivity,0,O_2
10410,A4,A2,TX,A1,0,0,0,O_0
10411,A4,A2,TX,A2,0,0,0,O_0
10412,A4,A2,TX,A3,0,0,0,O_0
10413,A4,A2,TX,A4,0,0,reflexivity,O_3
10414,A4,A2,TX,TX,0,0,0,O_0
10415,A4,A2,TX,B1,0,0,0,O_0
10416,A4,A2,TX,B2,0,0,0,O_0
10417,A4,A2,TX,B3,0,0,0,O_0
10418,A4,A2,TX,B4,0,0,train,O_3
10419,A4,A2,TX,TY,0,0,0,O_0
10420,A4,A2,TX,C1,0,0,0,O_0
10421,A4,A2,TX,C2,0,0,0,O_0
10422,A4,A2,TX,C3,0,0,0,O_0
10423,A4,A2,TX,C4,0,0,transitivity,O_3
10424,A4,A2,TX,TZ,0,0,0,O_0
10425,A4,A2,B1,A1,0,0,0,O_0
10426,A4,A2,B1,A2,0,0,0,O_0
10427,A4,A2,B1,A3,0,0,0,O_0
10428,A4,A2,B1,A4,0,0,reflexivity,O_3
10429,A4,A2,B1,TX,0,0,0,O_0
10430,A4,A2,B1,B1,0,0,0,O_0
10431,A4,A2,B1,B2,0,0,0,O_0
10432,A4,A2,B1,B3,0,0,0,O_0
10433,A4,A2,B1,B4,0,0,train,O_3
10434,A4,A2,B1,TY,0,0,0,O_0
10435,A4,A2,B1,C1,0,0,0,O_0
10436,A4,A2,B1,C2,0,0,0,O_0
10437,A4,A2,B1,C3,0,0,0,O_0
10438,A4,A2,B1,C4,0,0,transitivity,O_3
10439,A4,A2,B1,TZ,0,0,0,O_0
10440,A4,A2,B2,A1,0,0,0,O_0
10441,A4,A2,B2,A2,0,0,0,O_0
10442,A4,A2,B2,A3,0,0,0,O_0
10443,A4,A2,B2,A4,0,0,reflexivity,O_3
10444,A4,A2,B2,TX,0,0,0,O_0
10445,A4,A2,B2,B1,0,0,0,O_0
10446,A4,A2,B2,B2,0,0,0,O_0
10447,A4,A2,B2,B3,0,0,0,O_0
10448,A4,A2,B2,B4,0,0,train,O_3
10449,A4,A2,B2,TY,0,0,0,O_0
10450,A4,A2,B2,C1,0,0,0,O_0
10451,A4,A2,B2,C2,0,0,0,O_0
10452,A4,A2,B2,C3,0,0,0,O_0
10453,A4,A2,B2,C4,0,0,transitivity,O_3
10454,A4,A2,B2,TZ,0,0,0,O_0
10455,A4,A2,B3,A1,0,0,0,O_0
10456,A4,A2,B3,A2,0,0,0,O_0
10457,A4,A2,B3,A3,0,0,0,O_0
10458,A4,A2,B3,A4,0,0,reflexivity,O_3
10459,A4,A2,B3,TX,0,0,0,O_0
10460,A4,A2,B3,B1,0,0,0,O_0
10461,A4,A2,B3,B2,0,0,0,O_0
10462,A4,A2,B3,B3,0,0,0,O_0
10463,A4,A2,B3,B4,0,0,train,O_3
10464,A4,A2,B3,TY,0,0,0,O_0
10465,A4,A2,B3,C1,0,0,0,O_0
10466,A4,A2,B3,C2,0,0,0,O_0
10467,A4,A2,B3,C3,0,0,0,O_0
10468,A4,A2,B3,C4,0,0,transitivity,O_3
10469,A4,A2,B3,TZ,0,0,0,O_0
10470,A4,A2,B4,A1,0,train,0,O_2
10471,A4,A2,B4,A2,0,train,0,O_2
10472,A4,A2,B4,A3,0,train,0,O_2
10474,A4,A2,B4,TX,0,train,0,O_2
10475,A4,A2,B4,B1,0,train,0,O_2
10476,A4,A2,B4,B2,0,train,0,O_2
10477,A4,A2,B4,B3,0,train,0,O_2
10479,A4,A2,B4,TY,0,train,0,O_2
10480,A4,A2,B4,C1,0,train,0,O_2
10481,A4,A2,B4,C2,0,train,0,O_2
10482,A4,A2,B4,C3,0,train,0,O_2
10484,A4,A2,B4,TZ,0,train,0,O_2
10485,A4,A2,TY,A1,0,0,0,O_0
10486,A4,A2,TY,A2,0,0,0,O_0
10487,A4,A2,TY,A3,0,0,0,O_0
10488,A4,A2,TY,A4,0,0,reflexivity,O_3
10489,A4,A2,TY,TX,0,0,0,O_0
10490,A4,A2,TY,B1,0,0,0,O_0
10491,A4,A2,TY,B2,0,0,0,O_0
10492,A4,A2,TY,B3,0,0,0,O_0
10493,A4,A2,TY,B4,0,0,train,O_3
10494,A4,A2,TY,TY,0,0,0,O_0
10495,A4,A2,TY,C1,0,0,0,O_0
10496,A4,A2,TY,C2,0,0,0,O_0
10497,A4,A2,TY,C3,0,0,0,O_0
10498,A4,A2,TY,C4,0,0,transitivity,O_3
10499,A4,A2,TY,TZ,0,0,0,O_0
10500,A4,A2,C1,A1,0,0,0,O_0
10501,A4,A2,C1,A2,0,0,0,O_0
10502,A4,A2,C1,A3,0,0,0,O_0
10503,A4,A2,C1,A4,0,0,reflexivity,O_3
10504,A4,A2,C1,TX,0,0,0,O_0
10505,A4,A2,C1,B1,0,0,0,O_0
10506,A4,A2,C1,B2,0,0,0,O_0
10507,A4,A2,C1,B3,0,0,0,O_0
10508,A4,A2,C1,B4,0,0,train,O_3
10509,A4,A2,C1,TY,0,0,0,O_0
10510,A4,A2,C1,C1,0,0,0,O_0
10511,A4,A2,C1,C2,0,0,0,O_0
10512,A4,A2,C1,C3,0,0,0,O_0
10513,A4,A2,C1,C4,0,0,transitivity,O_3
10514,A4,A2,C1,TZ,0,0,0,O_0
10515,A4,A2,C2,A1,0,0,0,O_0
10516,A4,A2,C2,A2,0,0,0,O_0
10517,A4,A2,C2,A3,0,0,0,O_0
10518,A4,A2,C2,A4,0,0,reflexivity,O_3
10519,A4,A2,C2,TX,0,0,0,O_0
10520,A4,A2,C2,B1,0,0,0,O_0
10521,A4,A2,C2,B2,0,0,0,O_0
10522,A4,A2,C2,B3,0,0,0,O_0
10523,A4,A2,C2,B4,0,0,train,O_3
10524,A4,A2,C2,TY,0,0,0,O_0
10525,A4,A2,C2,C1,0,0,0,O_0
10526,A4,A2,C2,C2,0,0,0,O_0
10527,A4,A2,C2,C3,0,0,0,O_0
10528,A4,A2,C2,C4,0,0,transitivity,O_3
10529,A4,A2,C2,TZ,0,0,0,O_0
10530,A4,A2,C3,A1,0,0,0,O_0
10531,A4,A2,C3,A2,0,0,0,O_0
10532,A4,A2,C3,A3,0,0,0,O_0
10533,A4,A2,C3,A4,0,0,reflexivity,O_3
10534,A4,A2,C3,TX,0,0,0,O_0
10535,A4,A2,C3,B1,0,0,0,O_0
10536,A4,A2,C3,B2,0,0,0,O_0
10537,A4,A2,C3,B3,0,0,0,O_0
10538,A4,A2,C3,B4,0,0,train,O_3
10539,A4,A2,C3,TY,0,0,0,O_0
10540,A4,A2,C3,C1,0,0,0,O_0
10541,A4,A2,C3,C2,0,0,0,O_0
10542,A4,A2,C3,C3,0,0,0,O_0
10543,A4,A2,C3,C4,0,0,transitivity,O_3
10544,A4,A2,C3,TZ,0,0,0,O_0
10545,A4,A2,C4,A1,0,transitivity,0,O_2
10546,A4,A2,C4,A2,0,transitivity,0,O_2
10547,A4,A2,C4,A3,0,transitivity,0,O_2
10549,A4,A2,C4,TX,0,transitivity,0,O_2
10550,A4,A2,C4,B1,0,transitivity,0,O_2
10551,A4,A2,C4,B2,0,transitivity,0,O_2
10552,A4,A2,C4,B3,0,transitivity,0,O_2
10554,A4,A2,C4,TY,0,transitivity,0,O_2
10555,A4,A2,C4,C1,0,transitivity,0,O_2
10556,A4,A2,C4,C2,0,transitivity,0,O_2
10557,A4,A2,C4,C3,0,transitivity,0,O_2
10559,A4,A2,C4,TZ,0,transitivity,0,O_2
10560,A4,A2,TZ,A1,0,0,0,O_0
10561,A4,A2,TZ,A2,0,0,0,O_0
10562,A4,A2,TZ,A3,0,0,0,O_0
10563,A4,A2,TZ,A4,0,0,reflexivity,O_3
10564,A4,A2,TZ,TX,0,0,0,O_0
10565,A4,A2,TZ,B1,0,0,0,O_0
10566,A4,A2,TZ,B2,0,0,0,O_0
10567,A4,A2,TZ,B3,0,0,0,O_0
10568,A4,A2,TZ,B4,0,0,train,O_3
10569,A4,A2,TZ,TY,0,0,0,O_0
10570,A4,A2,TZ,C1,0,0,0,O_0
10571,A4,A2,TZ,C2,0,0,0,O_0
10572,A4,A2,TZ,C3,0,0,0,O_0
10573,A4,A2,TZ,C4,0,0,transitivity,O_3
10574,A4,A2,TZ,TZ,0,0,0,O_0
10575,A4,A3,A1,A1,0,0,0,O_0
10576,A4,A3,A1,A2,0,0,0,O_0
10577,A4,A3,A1,A3,0,0,0,O_0
10578,A4,A3,A1,A4,0,0,reflexivity,O_3
10579,A4,A3,A1,TX,0,0,0,O_0
10580,A4,A3,A1,B1,0,0,0,O_0
10581,A4,A3,A1,B2,0,0,0,O_0
10582,A4,A3,A1,B3,0,0,0,O_0
10583,A4,A3,A1,B4,0,0,train,O_3
10584,A4,A3,A1,TY,0,0,0,O_0
10585,A4,A3,A1,C1,0,0,0,O_0
10586,A4,A3,A1,C2,0,0,0,O_0
10587,A4,A3,A1,C3,0,0,0,O_0
10588,A4,A3,A1,C4,0,0,transitivity,O_3
10589,A4,A3,A1,TZ,0,0,0,O_0
10590,A4,A3,A2,A1,0,0,0,O_0
10591,A4,A3,A2,A2,0,0,0,O_0
10592,A4,A3,A2,A3,0,0,0,O_0
10593,A4,A3,A2,A4,0,0,reflexivity,O_3
10594,A4,A3,A2,TX,0,0,0,O_0
10595,A4,A3,A2,B1,0,0,0,O_0
10596,A4,A3,A2,B2,0,0,0,O_0
10597,A4,A3,A2,B3,0,0,0,O_0
10598,A4,A3,A2,B4,0,0,train,O_3
10599,A4,A3,A2,TY,0,0,0,O_0
10600,A4,A3,A2,C1,0,0,0,O_0
10601,A4,A3,A2,C2,0,0,0,O_0
10602,A4,A3,A2,C3,0,0,0,O_0
10603,A4,A3,A2,C4,0,0,transitivity,O_3
10604,A4,A3,A2,TZ,0,0,0,O_0
10605,A4,A3,A3,A1,0,0,0,O_0
10606,A4,A3,A3,A2,0,0,0,O_0
10607,A4,A3,A3,A3,0,0,0,O_0
10608,A4,A3,A3,A4,0,0,reflexivity,O_3
10609,A4,A3,A3,TX,0,0,0,O_0
10610,A4,A3,A3,B1,0,0,0,O_0
10611,A4,A3,A3,B2,0,0,0,O_0
10612,A4,A3,A3,B3,0,0,0,O_0
10613,A4,A3,A3,B4,0,0,train,O_3
10614,A4,A3,A3,TY,0,0,0,O_0
10615,A4,A3,A3,C1,0,0,0,O_0
10616,A4,A3,A3,C2,0,0,0,O_0
10617,A4,A3,A3,C3,0,0,0,O_0
10618,A4,A3,A3,C4,0,0,transitivity,O_3
10619,A4,A3,A3,TZ,0,0,0,O_0
10620,A4,A3,A4,A1,0,reflexivity,0,O_2
10621,A4,A3,A4,A2,0,reflexivity,0,O_2
10622,A4,A3,A4,A3,0,reflexivity,0,O_2
10624,A4,A3,A4,TX,0,reflexivity,0,O_2
10625,A4,A3,A4,B1,0,reflexivity,0,O_2
10626,A4,A3,A4,B2,0,reflexivity,0,O_2
10627,A4,A3,A4,B3,0,reflexivity,0,O_2
10629,A4,A3,A4,TY,0,reflexivity,0,O_2
10630,A4,A3,A4,C1,0,reflexivity,0,O_2
10631,A4,A3,A4,C2,0,reflexivity,0,O_2
10632,A4,A3,A4,C3,0,reflexivity,0,O_2
10634,A4,A3,A4,TZ,0,reflexivity,0,O_2
10635,A4,A3,TX,A1,0,0,0,O_0
10636,A4,A3,TX,A2,0,0,0,O_0
10637,A4,A3,TX,A3,0,0,0,O_0
10638,A4,A3,TX,A4,0,0,reflexivity,O_3
10639,A4,A3,TX,TX,0,0,0,O_0
10640,A4,A3,TX,B1,0,0,0,O_0
10641,A4,A3,TX,B2,0,0,0,O_0
10642,A4,A3,TX,B3,0,0,0,O_0
10643,A4,A3,TX,B4,0,0,train,O_3
10644,A4,A3,TX,TY,0,0,0,O_0
10645,A4,A3,TX,C1,0,0,0,O_0
10646,A4,A3,TX,C2,0,0,0,O_0
10647,A4,A3,TX,C3,0,0,0,O_0
10648,A4,A3,TX,C4,0,0,transitivity,O_3
10649,A4,A3,TX,TZ,0,0,0,O_0
10650,A4,A3,B1,A1,0,0,0,O_0
10651,A4,A3,B1,A2,0,0,0,O_0
10652,A4,A3,B1,A3,0,0,0,O_0
10653,A4,A3,B1,A4,0,0,reflexivity,O_3
10654,A4,A3,B1,TX,0,0,0,O_0
10655,A4,A3,B1,B1,0,0,0,O_0
10656,A4,A3,B1,B2,0,0,0,O_0
10657,A4,A3,B1,B3,0,0,0,O_0
10658,A4,A3,B1,B4,0,0,train,O_3
10659,A4,A3,B1,TY,0,0,0,O_0
10660,A4,A3,B1,C1,0,0,0,O_0
10661,A4,A3,B1,C2,0,0,0,O_0
10662,A4,A3,B1,C3,0,0,0,O_0
10663,A4,A3,B1,C4,0,0,transitivity,O_3
10664,A4,A3,B1,TZ,0,0,0,O_0
10665,A4,A3,B2,A1,0,0,0,O_0
10666,A4,A3,B2,A2,0,0,0,O_0
10667,A4,A3,B2,A3,0,0,0,O_0
10668,A4,A3,B2,A4,0,0,reflexivity,O_3
10669,A4,A3,B2,TX,0,0,0,O_0
10670,A4,A3,B2,B1,0,0,0,O_0
10671,A4,A3,B2,B2,0,0,0,O_0
10672,A4,A3,B2,B3,0,0,0,O_0
10673,A4,A3,B2,B4,0,0,train,O_3
10674,A4,A3,B2,TY,0,0,0,O_0
10675,A4,A3,B2,C1,0,0,0,O_0
10676,A4,A3,B2,C2,0,0,0,O_0
10677,A4,A3,B2,C3,0,0,0,O_0
10678,A4,A3,B2,C4,0,0,transitivity,O_3
10679,A4,A3,B2,TZ,0,0,0,O_0
10680,A4,A3,B3,A1,0,0,0,O_0
10681,A4,A3,B3,A2,0,0,0,O_0
10682,A4,A3,B3,A3,0,0,0,O_0
10683,A4,A3,B3,A4,0,0,reflexivity,O_3
10684,A4,A3,B3,TX,0,0,0,O_0
10685,A4,A3,B3,B1,0,0,0,O_0
10686,A4,A3,B3,B2,0,0,0,O_0
10687,A4,A3,B3,B3,0,0,0,O_0
10688,A4,A3,B3,B4,0,0,train,O_3
10689,A4,A3,B3,TY,0,0,0,O_0
10690,A4,A3,B3,C1,0,0,0,O_0
10691,A4,A3,B3,C2,0,0,0,O_0
10692,A4,A3,B3,C3,0,0,0,O_0
10693,A4,A3,B3,C4,0,0,transitivity,O_3
10694,A4,A3,B3,TZ,0,0,0,O_0
10695,A4,A3,B4,A1,0,train,0,O_2
10696,A4,A3,B4,A2,0,train,0,O_2
10697,A4,A3,B4,A3,0,train,0,O_2
10699,A4,A3,B4,TX,0,train,0,O_2
10700,A4,A3,B4,B1,0,train,0,O_2
10701,A4,A3,B4,B2,0,train,0,O_2
10702,A4,A3,B4,B3,0,train,0,O_2
10704,A4,A3,B4,TY,0,train,0,O_2
10705,A4,A3,B4,C1,0,train,0,O_2
10706,A4,A3,B4,C2,0,train,0,O_2
10707,A4,A3,B4,C3,0,train,0,O_2
10709,A4,A3,B4,TZ,0,train,0,O_2
10710,A4,A3,TY,A1,0,0,0,O_0
10711,A4,A3,TY,A2,0,0,0,O_0
10712,A4,A3,TY,A3,0,0,0,O_0
10713,A4,A3,TY,A4,0,0,reflexivity,O_3
10714,A4,A3,TY,TX,0,0,0,O_0
10715,A4,A3,TY,B1,0,0,0,O_0
10716,A4,A3,TY,B2,0,0,0,O_0
10717,A4,A3,TY,B3,0,0,0,O_0
10718,A4,A3,TY,B4,0,0,train,O_3
10719,A4,A3,TY,TY,0,0,0,O_0
10720,A4,A3,TY,C1,0,0,0,O_0
10721,A4,A3,TY,C2,0,0,0,O_0
10722,A4,A3,TY,C3,0,0,0,O_0
10723,A4,A3,TY,C4,0,0,transitivity,O_3
10724,A4,A3,TY,TZ,0,0,0,O_0
10725,A4,A3,C1,A1,0,0,0,O_0
10726,A4,A3,C1,A2,0,0,0,O_0
10727,A4,A3,C1,A3,0,0,0,O_0
10728,A4,A3,C1,A4,0,0,reflexivity,O_3
10729,A4,A3,C1,TX,0,0,0,O_0
10730,A4,A3,C1,B1,0,0,0,O_0
10731,A4,A3,C1,B2,0,0,0,O_0
10732,A4,A3,C1,B3,0,0,0,O_0
10733,A4,A3,C1,B4,0,0,train,O_3
10734,A4,A3,C1,TY,0,0,0,O_0
10735,A4,A3,C1,C1,0,0,0,O_0
10736,A4,A3,C1,C2,0,0,0,O_0
10737,A4,A3,C1,C3,0,0,0,O_0
10738,A4,A3,C1,C4,0,0,transitivity,O_3
10739,A4,A3,C1,TZ,0,0,0,O_0
10740,A4,A3,C2,A1,0,0,0,O_0
10741,A4,A3,C2,A2,0,0,0,O_0
10742,A4,A3,C2,A3,0,0,0,O_0
10743,A4,A3,C2,A4,0,0,reflexivity,O_3
10744,A4,A3,C2,TX,0,0,0,O_0
10745,A4,A3,C2,B1,0,0,0,O_0
10746,A4,A3,C2,B2,0,0,0,O_0
10747,A4,A3,C2,B3,0,0,0,O_0
10748,A4,A3,C2,B4,0,0,train,O_3
10749,A4,A3,C2,TY,0,0,0,O_0
10750,A4,A3,C2,C1,0,0,0,O_0
10751,A4,A3,C2,C2,0,0,0,O_0
10752,A4,A3,C2,C3,0,0,0,O_0
10753,A4,A3,C2,C4,0,0,transitivity,O_3
10754,A4,A3,C2,TZ,0,0,0,O_0
10755,A4,A3,C3,A1,0,0,0,O_0
10756,A4,A3,C3,A2,0,0,0,O_0
10757,A4,A3,C3,A3,0,0,0,O_0
10758,A4,A3,C3,A4,0,0,reflexivity,O_3
10759,A4,A3,C3,TX,0,0,0,O_0
10760,A4,A3,C3,B1,0,0,0,O_0
10761,A4,A3,C3,B2,0,0,0,O_0
10762,A4,A3,C3,B3,0,0,0,O_0
10763,A4,A3,C3,B4,0,0,train,O_3
10764,A4,A3,C3,TY,0,0,0,O_0
10765,A4,A3,C3,C1,0,0,0,O_0
10766,A4,A3,C3,C2,0,0,0,O_0
10767,A4,A3,C3,C3,0,0,0,O_0
10768,A4,A3,C3,C4,0,0,transitivity,O_3
10769,A4,A3,C3,TZ,0,0,0,O_0
10770,A4,A3,C4,A1,0,transitivity,0,O_2
10771,A4,A3,C4,A2,0,transitivity,0,O_2
10772,A4,A3,C4,A3,0,transitivity,0,O_2
10774,A4,A3,C4,TX,0,transitivity,0,O_2
10775,A4,A3,C4,B1,0,transitivity,0,O_2
10776,A4,A3,C4,B2,0,transitivity,0,O_2
10777,A4,A3,C4,B3,0,transitivity,0,O_2
10779,A4,A3,C4,TY,0,transitivity,0,O_2
10780,A4,A3,C4,C1,0,transitivity,0,O_2
10781,A4,A3,C4,C2,0,transitivity,0,O_2
10782,A4,A3,C4,C3,0,transitivity,0,O_2
10784,A4,A3,C4,TZ,0,transitivity,0,O_2
10785,A4,A3,TZ,A1,0,0,0,O_0
10786,A4,A3,TZ,A2,0,0,0,O_0
10787,A4,A3,TZ,A3,0,0,0,O_0
10788,A4,A3,TZ,A4,0,0,reflexivity,O_3
10789,A4,A3,TZ,TX,0,0,0,O_0
10790,A4,A3,TZ,B1,0,0,0,O_0
10791,A4,A3,TZ,B2,0,0,0,O_0
