,0,1,2,3
15607,5202,A2,A2,reflexivity
15608,5202,A2,C3,0
15609,5203,A2,B4,0
15610,5203,A2,A2,reflexivity
15611,5203,A2,C4,0
15612,5204,A2,B4,0
15613,5204,A2,A2,reflexivity
15614,5204,A2,TZ,0
15615,5205,A2,B4,0
15616,5205,A2,A3,0
15617,5205,A2,A1,0
15618,5206,A2,B4,0
15619,5206,A2,A3,0
15620,5206,A2,A2,reflexivity
15621,5207,A2,B4,0
15622,5207,A2,A3,0
15623,5207,A2,A3,0
15624,5208,A2,B4,0
15625,5208,A2,A3,0
15626,5208,A2,A4,0
15627,5209,A2,B4,0
15628,5209,A2,A3,0
15629,5209,A2,TX,0
15630,5210,A2,B4,0
15631,5210,A2,A3,0
15632,5210,A2,B1,0
15633,5211,A2,B4,0
15634,5211,A2,A3,0
15635,5211,A2,B2,train
15636,5212,A2,B4,0
15637,5212,A2,A3,0
15638,5212,A2,B3,0
15639,5213,A2,B4,0
15640,5213,A2,A3,0
15641,5213,A2,B4,0
15642,5214,A2,B4,0
15643,5214,A2,A3,0
15644,5214,A2,TY,0
15645,5215,A2,B4,0
15646,5215,A2,A3,0
15647,5215,A2,C1,0
15648,5216,A2,B4,0
15649,5216,A2,A3,0
15650,5216,A2,C2,transitivity
15651,5217,A2,B4,0
15652,5217,A2,A3,0
15653,5217,A2,C3,0
15654,5218,A2,B4,0
15655,5218,A2,A3,0
15656,5218,A2,C4,0
15657,5219,A2,B4,0
15658,5219,A2,A3,0
15659,5219,A2,TZ,0
15660,5220,A2,B4,0
15661,5220,A2,A4,0
15662,5220,A2,A1,0
15663,5221,A2,B4,0
15664,5221,A2,A4,0
15665,5221,A2,A2,reflexivity
15666,5222,A2,B4,0
15667,5222,A2,A4,0
15668,5222,A2,A3,0
15669,5223,A2,B4,0
15670,5223,A2,A4,0
15671,5223,A2,A4,0
15672,5224,A2,B4,0
15673,5224,A2,A4,0
15674,5224,A2,TX,0
15675,5225,A2,B4,0
15676,5225,A2,A4,0
15677,5225,A2,B1,0
15678,5226,A2,B4,0
15679,5226,A2,A4,0
15680,5226,A2,B2,train
15681,5227,A2,B4,0
15682,5227,A2,A4,0
15683,5227,A2,B3,0
15684,5228,A2,B4,0
15685,5228,A2,A4,0
15686,5228,A2,B4,0
15687,5229,A2,B4,0
15688,5229,A2,A4,0
15689,5229,A2,TY,0
15690,5230,A2,B4,0
15691,5230,A2,A4,0
15692,5230,A2,C1,0
15693,5231,A2,B4,0
15694,5231,A2,A4,0
15695,5231,A2,C2,transitivity
15696,5232,A2,B4,0
15697,5232,A2,A4,0
15698,5232,A2,C3,0
15699,5233,A2,B4,0
15700,5233,A2,A4,0
15701,5233,A2,C4,0
15702,5234,A2,B4,0
15703,5234,A2,A4,0
15704,5234,A2,TZ,0
15705,5235,A2,B4,0
15706,5235,A2,TX,0
15707,5235,A2,A1,0
15708,5236,A2,B4,0
15709,5236,A2,TX,0
15710,5236,A2,A2,reflexivity
15711,5237,A2,B4,0
15712,5237,A2,TX,0
15713,5237,A2,A3,0
15714,5238,A2,B4,0
15715,5238,A2,TX,0
15716,5238,A2,A4,0
15717,5239,A2,B4,0
15718,5239,A2,TX,0
15719,5239,A2,TX,0
15720,5240,A2,B4,0
15721,5240,A2,TX,0
15722,5240,A2,B1,0
15723,5241,A2,B4,0
15724,5241,A2,TX,0
15725,5241,A2,B2,train
15726,5242,A2,B4,0
15727,5242,A2,TX,0
15728,5242,A2,B3,0
15729,5243,A2,B4,0
15730,5243,A2,TX,0
15731,5243,A2,B4,0
15732,5244,A2,B4,0
15733,5244,A2,TX,0
15734,5244,A2,TY,0
15735,5245,A2,B4,0
15736,5245,A2,TX,0
15737,5245,A2,C1,0
15738,5246,A2,B4,0
15739,5246,A2,TX,0
15740,5246,A2,C2,transitivity
15741,5247,A2,B4,0
15742,5247,A2,TX,0
15743,5247,A2,C3,0
15744,5248,A2,B4,0
15745,5248,A2,TX,0
15746,5248,A2,C4,0
15747,5249,A2,B4,0
15748,5249,A2,TX,0
15749,5249,A2,TZ,0
15750,5250,A2,B4,0
15751,5250,A2,B1,0
15752,5250,A2,A1,0
15753,5251,A2,B4,0
15754,5251,A2,B1,0
15755,5251,A2,A2,reflexivity
15756,5252,A2,B4,0
15757,5252,A2,B1,0
15758,5252,A2,A3,0
15759,5253,A2,B4,0
15760,5253,A2,B1,0
15761,5253,A2,A4,0
15762,5254,A2,B4,0
15763,5254,A2,B1,0
15764,5254,A2,TX,0
15765,5255,A2,B4,0
15766,5255,A2,B1,0
15767,5255,A2,B1,0
15768,5256,A2,B4,0
15769,5256,A2,B1,0
15770,5256,A2,B2,train
15771,5257,A2,B4,0
15772,5257,A2,B1,0
15773,5257,A2,B3,0
15774,5258,A2,B4,0
15775,5258,A2,B1,0
15776,5258,A2,B4,0
15777,5259,A2,B4,0
15778,5259,A2,B1,0
15779,5259,A2,TY,0
15780,5260,A2,B4,0
15781,5260,A2,B1,0
15782,5260,A2,C1,0
15783,5261,A2,B4,0
15784,5261,A2,B1,0
15785,5261,A2,C2,transitivity
15786,5262,A2,B4,0
15787,5262,A2,B1,0
15788,5262,A2,C3,0
15789,5263,A2,B4,0
15790,5263,A2,B1,0
15791,5263,A2,C4,0
15792,5264,A2,B4,0
15793,5264,A2,B1,0
15794,5264,A2,TZ,0
15795,5265,A2,B4,0
15796,5265,A2,B2,train
15797,5265,A2,A1,0
15798,5266,A2,B4,0
15799,5266,A2,B2,train
15800,5266,A2,A2,reflexivity
15801,5267,A2,B4,0
15802,5267,A2,B2,train
15803,5267,A2,A3,0
15804,5268,A2,B4,0
15805,5268,A2,B2,train
15806,5268,A2,A4,0
15807,5269,A2,B4,0
15808,5269,A2,B2,train
15809,5269,A2,TX,0
15810,5270,A2,B4,0
15811,5270,A2,B2,train
15812,5270,A2,B1,0
15813,5271,A2,B4,0
15814,5271,A2,B2,train
15815,5271,A2,B2,train
15816,5272,A2,B4,0
15817,5272,A2,B2,train
15818,5272,A2,B3,0
15819,5273,A2,B4,0
15820,5273,A2,B2,train
15821,5273,A2,B4,0
15822,5274,A2,B4,0
15823,5274,A2,B2,train
15824,5274,A2,TY,0
15825,5275,A2,B4,0
15826,5275,A2,B2,train
15827,5275,A2,C1,0
15828,5276,A2,B4,0
15829,5276,A2,B2,train
15830,5276,A2,C2,transitivity
15831,5277,A2,B4,0
15832,5277,A2,B2,train
15833,5277,A2,C3,0
15834,5278,A2,B4,0
15835,5278,A2,B2,train
15836,5278,A2,C4,0
15837,5279,A2,B4,0
15838,5279,A2,B2,train
15839,5279,A2,TZ,0
15840,5280,A2,B4,0
15841,5280,A2,B3,0
15842,5280,A2,A1,0
15843,5281,A2,B4,0
15844,5281,A2,B3,0
15845,5281,A2,A2,reflexivity
15846,5282,A2,B4,0
15847,5282,A2,B3,0
15848,5282,A2,A3,0
15849,5283,A2,B4,0
15850,5283,A2,B3,0
15851,5283,A2,A4,0
15852,5284,A2,B4,0
15853,5284,A2,B3,0
15854,5284,A2,TX,0
15855,5285,A2,B4,0
15856,5285,A2,B3,0
15857,5285,A2,B1,0
15858,5286,A2,B4,0
15859,5286,A2,B3,0
15860,5286,A2,B2,train
15861,5287,A2,B4,0
15862,5287,A2,B3,0
15863,5287,A2,B3,0
15864,5288,A2,B4,0
15865,5288,A2,B3,0
15866,5288,A2,B4,0
15867,5289,A2,B4,0
15868,5289,A2,B3,0
15869,5289,A2,TY,0
15870,5290,A2,B4,0
15871,5290,A2,B3,0
15872,5290,A2,C1,0
15873,5291,A2,B4,0
15874,5291,A2,B3,0
15875,5291,A2,C2,transitivity
15876,5292,A2,B4,0
15877,5292,A2,B3,0
15878,5292,A2,C3,0
15879,5293,A2,B4,0
15880,5293,A2,B3,0
15881,5293,A2,C4,0
15882,5294,A2,B4,0
15883,5294,A2,B3,0
15884,5294,A2,TZ,0
15885,5295,A2,B4,0
15886,5295,A2,B4,0
15887,5295,A2,A1,0
15888,5296,A2,B4,0
15889,5296,A2,B4,0
15890,5296,A2,A2,reflexivity
15891,5297,A2,B4,0
15892,5297,A2,B4,0
15893,5297,A2,A3,0
15894,5298,A2,B4,0
15895,5298,A2,B4,0
15896,5298,A2,A4,0
15897,5299,A2,B4,0
15898,5299,A2,B4,0
15899,5299,A2,TX,0
15900,5300,A2,B4,0
15901,5300,A2,B4,0
15902,5300,A2,B1,0
15903,5301,A2,B4,0
15904,5301,A2,B4,0
15905,5301,A2,B2,train
15906,5302,A2,B4,0
15907,5302,A2,B4,0
15908,5302,A2,B3,0
15909,5303,A2,B4,0
15910,5303,A2,B4,0
15911,5303,A2,B4,0
15912,5304,A2,B4,0
15913,5304,A2,B4,0
15914,5304,A2,TY,0
15915,5305,A2,B4,0
15916,5305,A2,B4,0
15917,5305,A2,C1,0
15918,5306,A2,B4,0
15919,5306,A2,B4,0
15920,5306,A2,C2,transitivity
15921,5307,A2,B4,0
15922,5307,A2,B4,0
15923,5307,A2,C3,0
15924,5308,A2,B4,0
15925,5308,A2,B4,0
15926,5308,A2,C4,0
15927,5309,A2,B4,0
15928,5309,A2,B4,0
15929,5309,A2,TZ,0
15930,5310,A2,B4,0
15931,5310,A2,TY,0
15932,5310,A2,A1,0
15933,5311,A2,B4,0
15934,5311,A2,TY,0
15935,5311,A2,A2,reflexivity
15936,5312,A2,B4,0
15937,5312,A2,TY,0
15938,5312,A2,A3,0
15939,5313,A2,B4,0
15940,5313,A2,TY,0
15941,5313,A2,A4,0
15942,5314,A2,B4,0
15943,5314,A2,TY,0
15944,5314,A2,TX,0
15945,5315,A2,B4,0
15946,5315,A2,TY,0
15947,5315,A2,B1,0
15948,5316,A2,B4,0
15949,5316,A2,TY,0
15950,5316,A2,B2,train
15951,5317,A2,B4,0
15952,5317,A2,TY,0
15953,5317,A2,B3,0
15954,5318,A2,B4,0
15955,5318,A2,TY,0
15956,5318,A2,B4,0
15957,5319,A2,B4,0
15958,5319,A2,TY,0
15959,5319,A2,TY,0
15960,5320,A2,B4,0
15961,5320,A2,TY,0
15962,5320,A2,C1,0
15963,5321,A2,B4,0
15964,5321,A2,TY,0
15965,5321,A2,C2,transitivity
15966,5322,A2,B4,0
15967,5322,A2,TY,0
15968,5322,A2,C3,0
15969,5323,A2,B4,0
15970,5323,A2,TY,0
15971,5323,A2,C4,0
15972,5324,A2,B4,0
15973,5324,A2,TY,0
15974,5324,A2,TZ,0
15975,5325,A2,B4,0
15976,5325,A2,C1,0
15977,5325,A2,A1,0
15978,5326,A2,B4,0
15979,5326,A2,C1,0
15980,5326,A2,A2,reflexivity
15981,5327,A2,B4,0
15982,5327,A2,C1,0
15983,5327,A2,A3,0
15984,5328,A2,B4,0
15985,5328,A2,C1,0
15986,5328,A2,A4,0
15987,5329,A2,B4,0
15988,5329,A2,C1,0
15989,5329,A2,TX,0
15990,5330,A2,B4,0
15991,5330,A2,C1,0
15992,5330,A2,B1,0
15993,5331,A2,B4,0
15994,5331,A2,C1,0
15995,5331,A2,B2,train
15996,5332,A2,B4,0
15997,5332,A2,C1,0
15998,5332,A2,B3,0
15999,5333,A2,B4,0
16000,5333,A2,C1,0
16001,5333,A2,B4,0
16002,5334,A2,B4,0
16003,5334,A2,C1,0
16004,5334,A2,TY,0
16005,5335,A2,B4,0
16006,5335,A2,C1,0
16007,5335,A2,C1,0
16008,5336,A2,B4,0
16009,5336,A2,C1,0
16010,5336,A2,C2,transitivity
16011,5337,A2,B4,0
16012,5337,A2,C1,0
16013,5337,A2,C3,0
16014,5338,A2,B4,0
16015,5338,A2,C1,0
16016,5338,A2,C4,0
16017,5339,A2,B4,0
16018,5339,A2,C1,0
16019,5339,A2,TZ,0
16020,5340,A2,B4,0
16021,5340,A2,C2,transitivity
16022,5340,A2,A1,0
16023,5341,A2,B4,0
16024,5341,A2,C2,transitivity
16025,5341,A2,A2,reflexivity
16026,5342,A2,B4,0
16027,5342,A2,C2,transitivity
16028,5342,A2,A3,0
16029,5343,A2,B4,0
16030,5343,A2,C2,transitivity
16031,5343,A2,A4,0
16032,5344,A2,B4,0
16033,5344,A2,C2,transitivity
16034,5344,A2,TX,0
16035,5345,A2,B4,0
16036,5345,A2,C2,transitivity
16037,5345,A2,B1,0
16038,5346,A2,B4,0
16039,5346,A2,C2,transitivity
16040,5346,A2,B2,train
16041,5347,A2,B4,0
16042,5347,A2,C2,transitivity
16043,5347,A2,B3,0
16044,5348,A2,B4,0
16045,5348,A2,C2,transitivity
16046,5348,A2,B4,0
16047,5349,A2,B4,0
16048,5349,A2,C2,transitivity
16049,5349,A2,TY,0
16050,5350,A2,B4,0
16051,5350,A2,C2,transitivity
16052,5350,A2,C1,0
16053,5351,A2,B4,0
16054,5351,A2,C2,transitivity
16055,5351,A2,C2,transitivity
16056,5352,A2,B4,0
16057,5352,A2,C2,transitivity
16058,5352,A2,C3,0
16059,5353,A2,B4,0
16060,5353,A2,C2,transitivity
16061,5353,A2,C4,0
16062,5354,A2,B4,0
16063,5354,A2,C2,transitivity
16064,5354,A2,TZ,0
16065,5355,A2,B4,0
16066,5355,A2,C3,0
16067,5355,A2,A1,0
16068,5356,A2,B4,0
16069,5356,A2,C3,0
16070,5356,A2,A2,reflexivity
16071,5357,A2,B4,0
16072,5357,A2,C3,0
16073,5357,A2,A3,0
16074,5358,A2,B4,0
16075,5358,A2,C3,0
16076,5358,A2,A4,0
16077,5359,A2,B4,0
16078,5359,A2,C3,0
16079,5359,A2,TX,0
16080,5360,A2,B4,0
16081,5360,A2,C3,0
16082,5360,A2,B1,0
16083,5361,A2,B4,0
16084,5361,A2,C3,0
16085,5361,A2,B2,train
16086,5362,A2,B4,0
16087,5362,A2,C3,0
16088,5362,A2,B3,0
16089,5363,A2,B4,0
16090,5363,A2,C3,0
16091,5363,A2,B4,0
16092,5364,A2,B4,0
16093,5364,A2,C3,0
16094,5364,A2,TY,0
16095,5365,A2,B4,0
16096,5365,A2,C3,0
16097,5365,A2,C1,0
16098,5366,A2,B4,0
16099,5366,A2,C3,0
16100,5366,A2,C2,transitivity
16101,5367,A2,B4,0
16102,5367,A2,C3,0
16103,5367,A2,C3,0
16104,5368,A2,B4,0
16105,5368,A2,C3,0
16106,5368,A2,C4,0
16107,5369,A2,B4,0
16108,5369,A2,C3,0
16109,5369,A2,TZ,0
16110,5370,A2,B4,0
16111,5370,A2,C4,0
16112,5370,A2,A1,0
16113,5371,A2,B4,0
16114,5371,A2,C4,0
16115,5371,A2,A2,reflexivity
16116,5372,A2,B4,0
16117,5372,A2,C4,0
16118,5372,A2,A3,0
16119,5373,A2,B4,0
16120,5373,A2,C4,0
16121,5373,A2,A4,0
16122,5374,A2,B4,0
16123,5374,A2,C4,0
16124,5374,A2,TX,0
16125,5375,A2,B4,0
16126,5375,A2,C4,0
16127,5375,A2,B1,0
16128,5376,A2,B4,0
16129,5376,A2,C4,0
16130,5376,A2,B2,train
16131,5377,A2,B4,0
16132,5377,A2,C4,0
16133,5377,A2,B3,0
16134,5378,A2,B4,0
16135,5378,A2,C4,0
16136,5378,A2,B4,0
16137,5379,A2,B4,0
16138,5379,A2,C4,0
16139,5379,A2,TY,0
16140,5380,A2,B4,0
16141,5380,A2,C4,0
16142,5380,A2,C1,0
16143,5381,A2,B4,0
16144,5381,A2,C4,0
16145,5381,A2,C2,transitivity
16146,5382,A2,B4,0
16147,5382,A2,C4,0
16148,5382,A2,C3,0
16149,5383,A2,B4,0
16150,5383,A2,C4,0
16151,5383,A2,C4,0
16152,5384,A2,B4,0
16153,5384,A2,C4,0
16154,5384,A2,TZ,0
16155,5385,A2,B4,0
16156,5385,A2,TZ,0
16157,5385,A2,A1,0
16158,5386,A2,B4,0
16159,5386,A2,TZ,0
16160,5386,A2,A2,reflexivity
16161,5387,A2,B4,0
16162,5387,A2,TZ,0
16163,5387,A2,A3,0
16164,5388,A2,B4,0
16165,5388,A2,TZ,0
16166,5388,A2,A4,0
16167,5389,A2,B4,0
16168,5389,A2,TZ,0
16169,5389,A2,TX,0
16170,5390,A2,B4,0
16171,5390,A2,TZ,0
16172,5390,A2,B1,0
16173,5391,A2,B4,0
16174,5391,A2,TZ,0
16175,5391,A2,B2,train
16176,5392,A2,B4,0
16177,5392,A2,TZ,0
16178,5392,A2,B3,0
16179,5393,A2,B4,0
16180,5393,A2,TZ,0
16181,5393,A2,B4,0
16182,5394,A2,B4,0
16183,5394,A2,TZ,0
16184,5394,A2,TY,0
16185,5395,A2,B4,0
16186,5395,A2,TZ,0
16187,5395,A2,C1,0
16188,5396,A2,B4,0
16189,5396,A2,TZ,0
16190,5396,A2,C2,transitivity
16191,5397,A2,B4,0
16192,5397,A2,TZ,0
16193,5397,A2,C3,0
16194,5398,A2,B4,0
16195,5398,A2,TZ,0
16196,5398,A2,C4,0
16197,5399,A2,B4,0
16198,5399,A2,TZ,0
16199,5399,A2,TZ,0
16200,5400,A2,TY,0
16201,5400,A2,A1,0
16202,5400,A2,A1,0
16203,5401,A2,TY,0
16204,5401,A2,A1,0
16205,5401,A2,A2,reflexivity
16206,5402,A2,TY,0
16207,5402,A2,A1,0
16208,5402,A2,A3,0
16209,5403,A2,TY,0
16210,5403,A2,A1,0
16211,5403,A2,A4,0
16212,5404,A2,TY,0
16213,5404,A2,A1,0
16214,5404,A2,TX,0
16215,5405,A2,TY,0
16216,5405,A2,A1,0
16217,5405,A2,B1,0
16218,5406,A2,TY,0
16219,5406,A2,A1,0
16220,5406,A2,B2,train
16221,5407,A2,TY,0
16222,5407,A2,A1,0
16223,5407,A2,B3,0
16224,5408,A2,TY,0
16225,5408,A2,A1,0
16226,5408,A2,B4,0
16227,5409,A2,TY,0
16228,5409,A2,A1,0
16229,5409,A2,TY,0
16230,5410,A2,TY,0
16231,5410,A2,A1,0
16232,5410,A2,C1,0
16233,5411,A2,TY,0
16234,5411,A2,A1,0
16235,5411,A2,C2,transitivity
16236,5412,A2,TY,0
16237,5412,A2,A1,0
16238,5412,A2,C3,0
16239,5413,A2,TY,0
16240,5413,A2,A1,0
16241,5413,A2,C4,0
16242,5414,A2,TY,0
16243,5414,A2,A1,0
16244,5414,A2,TZ,0
16245,5415,A2,TY,0
16246,5415,A2,A2,reflexivity
16247,5415,A2,A1,0
16248,5416,A2,TY,0
16249,5416,A2,A2,reflexivity
16250,5416,A2,A2,reflexivity
16251,5417,A2,TY,0
16252,5417,A2,A2,reflexivity
16253,5417,A2,A3,0
16254,5418,A2,TY,0
16255,5418,A2,A2,reflexivity
16256,5418,A2,A4,0
16257,5419,A2,TY,0
16258,5419,A2,A2,reflexivity
16259,5419,A2,TX,0
16260,5420,A2,TY,0
16261,5420,A2,A2,reflexivity
16262,5420,A2,B1,0
16263,5421,A2,TY,0
16264,5421,A2,A2,reflexivity
16265,5421,A2,B2,train
16266,5422,A2,TY,0
16267,5422,A2,A2,reflexivity
16268,5422,A2,B3,0
16269,5423,A2,TY,0
16270,5423,A2,A2,reflexivity
16271,5423,A2,B4,0
16272,5424,A2,TY,0
16273,5424,A2,A2,reflexivity
16274,5424,A2,TY,0
16275,5425,A2,TY,0
16276,5425,A2,A2,reflexivity
16277,5425,A2,C1,0
16278,5426,A2,TY,0
16279,5426,A2,A2,reflexivity
16280,5426,A2,C2,transitivity
16281,5427,A2,TY,0
16282,5427,A2,A2,reflexivity
16283,5427,A2,C3,0
16284,5428,A2,TY,0
16285,5428,A2,A2,reflexivity
16286,5428,A2,C4,0
16287,5429,A2,TY,0
16288,5429,A2,A2,reflexivity
16289,5429,A2,TZ,0
16290,5430,A2,TY,0
16291,5430,A2,A3,0
16292,5430,A2,A1,0
16293,5431,A2,TY,0
16294,5431,A2,A3,0
16295,5431,A2,A2,reflexivity
16296,5432,A2,TY,0
16297,5432,A2,A3,0
16298,5432,A2,A3,0
16299,5433,A2,TY,0
16300,5433,A2,A3,0
16301,5433,A2,A4,0
16302,5434,A2,TY,0
16303,5434,A2,A3,0
16304,5434,A2,TX,0
16305,5435,A2,TY,0
16306,5435,A2,A3,0
16307,5435,A2,B1,0
16308,5436,A2,TY,0
16309,5436,A2,A3,0
16310,5436,A2,B2,train
16311,5437,A2,TY,0
16312,5437,A2,A3,0
16313,5437,A2,B3,0
16314,5438,A2,TY,0
16315,5438,A2,A3,0
16316,5438,A2,B4,0
16317,5439,A2,TY,0
16318,5439,A2,A3,0
16319,5439,A2,TY,0
16320,5440,A2,TY,0
16321,5440,A2,A3,0
16322,5440,A2,C1,0
16323,5441,A2,TY,0
16324,5441,A2,A3,0
16325,5441,A2,C2,transitivity
16326,5442,A2,TY,0
16327,5442,A2,A3,0
16328,5442,A2,C3,0
16329,5443,A2,TY,0
16330,5443,A2,A3,0
16331,5443,A2,C4,0
16332,5444,A2,TY,0
16333,5444,A2,A3,0
16334,5444,A2,TZ,0
16335,5445,A2,TY,0
16336,5445,A2,A4,0
16337,5445,A2,A1,0
16338,5446,A2,TY,0
16339,5446,A2,A4,0
16340,5446,A2,A2,reflexivity
16341,5447,A2,TY,0
16342,5447,A2,A4,0
16343,5447,A2,A3,0
16344,5448,A2,TY,0
16345,5448,A2,A4,0
16346,5448,A2,A4,0
16347,5449,A2,TY,0
16348,5449,A2,A4,0
16349,5449,A2,TX,0
16350,5450,A2,TY,0
16351,5450,A2,A4,0
16352,5450,A2,B1,0
16353,5451,A2,TY,0
16354,5451,A2,A4,0
16355,5451,A2,B2,train
16356,5452,A2,TY,0
16357,5452,A2,A4,0
16358,5452,A2,B3,0
16359,5453,A2,TY,0
16360,5453,A2,A4,0
16361,5453,A2,B4,0
16362,5454,A2,TY,0
16363,5454,A2,A4,0
16364,5454,A2,TY,0
16365,5455,A2,TY,0
16366,5455,A2,A4,0
16367,5455,A2,C1,0
16368,5456,A2,TY,0
16369,5456,A2,A4,0
16370,5456,A2,C2,transitivity
16371,5457,A2,TY,0
16372,5457,A2,A4,0
16373,5457,A2,C3,0
16374,5458,A2,TY,0
16375,5458,A2,A4,0
16376,5458,A2,C4,0
16377,5459,A2,TY,0
16378,5459,A2,A4,0
16379,5459,A2,TZ,0
16380,5460,A2,TY,0
16381,5460,A2,TX,0
16382,5460,A2,A1,0
16383,5461,A2,TY,0
16384,5461,A2,TX,0
16385,5461,A2,A2,reflexivity
16386,5462,A2,TY,0
16387,5462,A2,TX,0
16388,5462,A2,A3,0
16389,5463,A2,TY,0
16390,5463,A2,TX,0
16391,5463,A2,A4,0
16392,5464,A2,TY,0
16393,5464,A2,TX,0
16394,5464,A2,TX,0
16395,5465,A2,TY,0
16396,5465,A2,TX,0
16397,5465,A2,B1,0
16398,5466,A2,TY,0
16399,5466,A2,TX,0
16400,5466,A2,B2,train
16401,5467,A2,TY,0
16402,5467,A2,TX,0
16403,5467,A2,B3,0
16404,5468,A2,TY,0
16405,5468,A2,TX,0
16406,5468,A2,B4,0
16407,5469,A2,TY,0
16408,5469,A2,TX,0
16409,5469,A2,TY,0
16410,5470,A2,TY,0
16411,5470,A2,TX,0
16412,5470,A2,C1,0
16413,5471,A2,TY,0
16414,5471,A2,TX,0
16415,5471,A2,C2,transitivity
16416,5472,A2,TY,0
16417,5472,A2,TX,0
16418,5472,A2,C3,0
16419,5473,A2,TY,0
16420,5473,A2,TX,0
16421,5473,A2,C4,0
16422,5474,A2,TY,0
16423,5474,A2,TX,0
16424,5474,A2,TZ,0
16425,5475,A2,TY,0
16426,5475,A2,B1,0
16427,5475,A2,A1,0
16428,5476,A2,TY,0
16429,5476,A2,B1,0
16430,5476,A2,A2,reflexivity
16431,5477,A2,TY,0
16432,5477,A2,B1,0
16433,5477,A2,A3,0
16434,5478,A2,TY,0
16435,5478,A2,B1,0
16436,5478,A2,A4,0
16437,5479,A2,TY,0
16438,5479,A2,B1,0
16439,5479,A2,TX,0
16440,5480,A2,TY,0
16441,5480,A2,B1,0
16442,5480,A2,B1,0
16443,5481,A2,TY,0
16444,5481,A2,B1,0
16445,5481,A2,B2,train
16446,5482,A2,TY,0
16447,5482,A2,B1,0
16448,5482,A2,B3,0
16449,5483,A2,TY,0
16450,5483,A2,B1,0
16451,5483,A2,B4,0
16452,5484,A2,TY,0
16453,5484,A2,B1,0
16454,5484,A2,TY,0
16455,5485,A2,TY,0
16456,5485,A2,B1,0
16457,5485,A2,C1,0
16458,5486,A2,TY,0
16459,5486,A2,B1,0
16460,5486,A2,C2,transitivity
16461,5487,A2,TY,0
16462,5487,A2,B1,0
16463,5487,A2,C3,0
16464,5488,A2,TY,0
16465,5488,A2,B1,0
16466,5488,A2,C4,0
16467,5489,A2,TY,0
16468,5489,A2,B1,0
16469,5489,A2,TZ,0
16470,5490,A2,TY,0
16471,5490,A2,B2,train
16472,5490,A2,A1,0
16473,5491,A2,TY,0
16474,5491,A2,B2,train
16475,5491,A2,A2,reflexivity
16476,5492,A2,TY,0
16477,5492,A2,B2,train
16478,5492,A2,A3,0
16479,5493,A2,TY,0
16480,5493,A2,B2,train
16481,5493,A2,A4,0
16482,5494,A2,TY,0
16483,5494,A2,B2,train
16484,5494,A2,TX,0
16485,5495,A2,TY,0
16486,5495,A2,B2,train
16487,5495,A2,B1,0
16488,5496,A2,TY,0
16489,5496,A2,B2,train
16490,5496,A2,B2,train
16491,5497,A2,TY,0
16492,5497,A2,B2,train
16493,5497,A2,B3,0
16494,5498,A2,TY,0
16495,5498,A2,B2,train
16496,5498,A2,B4,0
16497,5499,A2,TY,0
16498,5499,A2,B2,train
16499,5499,A2,TY,0
16500,5500,A2,TY,0
16501,5500,A2,B2,train
16502,5500,A2,C1,0
16503,5501,A2,TY,0
16504,5501,A2,B2,train
16505,5501,A2,C2,transitivity
16506,5502,A2,TY,0
16507,5502,A2,B2,train
16508,5502,A2,C3,0
16509,5503,A2,TY,0
16510,5503,A2,B2,train
16511,5503,A2,C4,0
16512,5504,A2,TY,0
16513,5504,A2,B2,train
16514,5504,A2,TZ,0
16515,5505,A2,TY,0
16516,5505,A2,B3,0
16517,5505,A2,A1,0
16518,5506,A2,TY,0
16519,5506,A2,B3,0
16520,5506,A2,A2,reflexivity
16521,5507,A2,TY,0
16522,5507,A2,B3,0
16523,5507,A2,A3,0
16524,5508,A2,TY,0
16525,5508,A2,B3,0
16526,5508,A2,A4,0
16527,5509,A2,TY,0
16528,5509,A2,B3,0
16529,5509,A2,TX,0
16530,5510,A2,TY,0
16531,5510,A2,B3,0
16532,5510,A2,B1,0
16533,5511,A2,TY,0
16534,5511,A2,B3,0
16535,5511,A2,B2,train
16536,5512,A2,TY,0
16537,5512,A2,B3,0
16538,5512,A2,B3,0
16539,5513,A2,TY,0
16540,5513,A2,B3,0
16541,5513,A2,B4,0
16542,5514,A2,TY,0
16543,5514,A2,B3,0
16544,5514,A2,TY,0
16545,5515,A2,TY,0
16546,5515,A2,B3,0
16547,5515,A2,C1,0
16548,5516,A2,TY,0
16549,5516,A2,B3,0
16550,5516,A2,C2,transitivity
16551,5517,A2,TY,0
16552,5517,A2,B3,0
16553,5517,A2,C3,0
16554,5518,A2,TY,0
16555,5518,A2,B3,0
16556,5518,A2,C4,0
16557,5519,A2,TY,0
16558,5519,A2,B3,0
16559,5519,A2,TZ,0
16560,5520,A2,TY,0
16561,5520,A2,B4,0
16562,5520,A2,A1,0
16563,5521,A2,TY,0
16564,5521,A2,B4,0
16565,5521,A2,A2,reflexivity
16566,5522,A2,TY,0
16567,5522,A2,B4,0
16568,5522,A2,A3,0
16569,5523,A2,TY,0
16570,5523,A2,B4,0
16571,5523,A2,A4,0
16572,5524,A2,TY,0
16573,5524,A2,B4,0
16574,5524,A2,TX,0
16575,5525,A2,TY,0
16576,5525,A2,B4,0
16577,5525,A2,B1,0
16578,5526,A2,TY,0
16579,5526,A2,B4,0
16580,5526,A2,B2,train
16581,5527,A2,TY,0
16582,5527,A2,B4,0
16583,5527,A2,B3,0
